"","Time","Nickname","Book_title","Author","Publisher","Genre","Summary","Opinion","Stars","Campus","Gender","Teacher_Assessment","Plagiarism_Source","Teacher_Assessment_2","Period"
"90","21/05/2018 22:23:34","jun","Jennifer Lopez","Rod Smith","Pearson","non-fiction","This book is a nonfiction story about a famous singer and actor, Jennifer Lopez. She was born in New York in July 24, 1970. When she was 4 years old, she started performing dance for her family. It was very beautiful and interesting. One day in 1988, she said her parents to she wanted stop going to school. And she went to dance school for a short time. Then she got a job that perform at the theater. In 1995, she appeared in Mi Familia. It was the first Hollywood movie of her. She is not only an actor, but also a singer. Her first music CD On The 6 was a big hit in the America. She is a famous woman even now.","I think she has a very strong heart. And she gave us to a message about “Never give up”. This story resonated in my heart.",3,"Tokyo","Male",3,"",NA,NA
"91","22/05/2018 14:15:10","jun","New York","Vicky Shipton","Pearson","other","This book is story about a travel guide of New York City. New York City is the biggest city in the state. And over 8 million people lives there. New York consists of 5 parts. It is Manhattan, Queens, The Bronx, Staten Island and Brooklyn. The Statue of Liberty is the most famous sights in there. It is 93 meters tall and there are 354 steps from the bottom of the statue to the crown. 
The Brooklyn Bridge is one of the city’s greatest sights. It was opened on May 24, 1883. At that time, the the only way between Brooklyn and Manhattan was by boat. So many people were pleased opening this bridge. 
New York is still an international city. It consists of White, Hispanic, African-American, Asian and so on. 
New York is home to many sports teams. So many people cheers the sports team. The Jets and the Giants are football team. They plays in the same stadium in the New Jersey. And The New York Yankees plays at Yankee Stadium in the Bronx.","I think New York is the well-balanced city. In Japan, many people are the same race. So we can live naturally. But New York is many races are exist together. I think that is wonderful.",3,"Tokyo","Male",3,"",NA,NA
"92","05/05/2018 23:13:32","jun","Michael Jordan","Nancy Taylor","Pearson","sport","This book is a nonfiction story about a famous basketball player, Michael Jordan. He was born in Brooklyn in February 17, 1963. The family moved to Wilmington later in 1963. When he was a child, Michael’s best friend was his brother, Larry. He taught Michael to a lot of things about basketball. For a long time, Larry was a best player in the family. Michael played basketball and football at school. It is because he had excellent reflexes. After that, he entered Laney High School and he played basketball every day. He became a famous, and Laney won its first championship.  When he entered the University of United North Carolina, he was good at both sports and studies. The UNC won the college basketball championships. After he finished college, he enrolled in Chicago Bulls. He participated in Olympics, and he became a star player.  But in 1993, his father was killed by a murder.  He was so sad, and he can’t understood that case. On October 6, 1993, he retired from basketball, and he started baseball player next year. However, he came back to Bulls in 1995, and he played basketball until 2003.","I think Michael gave a dream for children to become “two-way star”. And maybe he gave us to a message about “nothing is impossible”.  We should bear in mind that.",1,"Tokyo","Male",4,"",NA,NA
"93","11/07/2018 14:30:48","jun","Gandhi","Jane Rollason","Pearson","non-fiction","This book is a nonfiction story about a famous religionist, Gandhi. He was born in 1869 in Porbandar, in the west of India. When he was a young, he didn’t listen to his mother. And he liked to play in the streets. He was thirteen, his mother found his wife. Her name was Kasturbai, and she was thirteen, too. When he was eighteen, he went to London. He studied hard, and he became a lawyer in there. And he went back to India. He contributed to independence of India from Britain. But he killed by one man. It was because, the man didn’t want to give money for Pakistan. Many people were so sad. Now he is still alive in Indian people’s heart.","I think Gandhi was a very clever man, because he worked for his country. If he didn’t in the India, maybe there weren’t be independent from England. I think he loved his country and people.",3,"Tokyo","Male",3,"",NA,NA
"94","26/06/2018 17:38:37","jun","Muhammad Ali","Bernard Smith","Pearson","sport","This book is a nonfiction story about a famous boxer, Muhammed Ali. He was born in Louisville Kentucky in January 17, 1942. A policeman Joe Martin invited Ali to his boxing gym. Ali was very good at boxing, so he won the game a lot. So, he was very famous in his hometown Louisville. In 1960, he was won the Olympic Games in Rome. After that he called into the army. But he didn’t go into them. It was because he is a Muslim and he didn’t want to kill people. Many people were angry with him, and they really didn’t like him. Ali won many tournaments for a long time. In 1981, he stopped boxing, because he was very sick. Now, he is working for peace in the world. So, he calls American Nelson Mandela.","I think he was a smart person, because he fought many boxers and many serious problems. Sometimes he was disliked by people, but he was nothing rattled. The reason he was able to that was he had a strong heart. It is difficult to imitate because many people don’t have a strong heart. I really respect him.",4,"Tokyo","Male",3,"",NA,NA
"95","14/06/2018 14:43:31","jun","Pele","Rod Smith","Penguin","sport","This book is a nonfiction story about a famous soccer player, Pele. He was born in Brazil in October 23, 1940. His family called him Dico and they liked soccer very much. When he was a child, he played a lot of soccer with his father and his friends. In 1951, he started a club but the team was very poor. So they didn’t have shoes. One-day, one of a father of the players came with shoes for the team. They were very happy and won the championship. He played for Santos from August, 1956 to October, 1974. They won the Brazilian Championships in 5 times and won the South American Championship in 3 times. The team visited many country and played a lot of games. It was difficult for Pele and teammates. After Santos, he went to American team, New York Cosmos. After Soccer, he started to work for UNICEF and  the Brazilian government.","I think Pele gave the children to many dreams. And she gave us to a message about “Never give up”. If he didn’t have a strong heart, he couldn’t play the soccer long time. I think many people should learn his mental and his mind.",3,"Tokyo","Male",3,"",NA,NA
"96","09/05/2018 00:45:34","atsuhito","Treasure Island","Robert Louis Stevenson","Pearson","fantasy","Jim Hawkins and his parents have an inn by the sea in the south-west of England. One day, an old sailor arrives he has an old boy with him. Actually,  there is a treasure ‘s map in the box. Jim get the map from an old sailor. Jim is going to go to treasure island with Mr Trelawney , captain Smollett and Dr Livesey. But there are many bad parates in the same ship’s sailor. The pirates are going to kill Jim and Jim’s friends. But they can’t because Jim and his friends are escape. First Jim arrives front of the treasure in the box. It’s too many and heavy for Jim to take. So they make up again and take it to the ship together. ","A person can not do something. But many persons can do same things. So I am going to be carefull for friends.",2,"Tokyo","Male",3,"",NA,NA
"97","23/04/2018 16:51:24","atsuhito","David Beckham","Bernard Smith","Pearson","non-fiction","People usually say David Beckham is a famous English footballer. 
On 2 May 1975, he was born in London. His parents were bid football fans. So his father played football everyday too and he was a good teacher. And at sixteen years old, David was a boy player. 
England couldn’t win the World Cup,because David Beckham received red card. It was a unhappy day and important day too for him. And thanks to David Beckham’s goal, England are going to the World Cup Final in 2001. It’s a very good day for him. And then after that twelve with Manchester United, four years with Real Madrid and captain of England for 58 games. 

","I knew his name. But I didn’t  know his trouble. I think I will do my best whatever happens.",2,"Tokyo","Male",2,"",NA,NA
"98","15/05/2018 00:16:16","atsuhito","The Missing Coins","John Escott","Penguin","fantasy","Pete and Carla are students in Bath in England. One day, they find a little shop there. They are many old coins and stamps in the shop. Pete wants to collect those coins, but they are very expensive. So, they don’t buy anything there and go to cafe. In a few minutes, the shopkeeper of the shop come to cafe. He looks very angry and says old coins are steal by them. He check them. But he find no coins or stamps. Then Carla find why do coins and stamps disappear and catch the true criminal. The shopkeeper appreciates her and give the coins Pete wants to collect. ","If I do something that very good or right, I’m given good things. ",1,"Tokyo","Male",3,"",NA,NA
"99","01/05/2018 02:08:29","atsuhito","Lisa in London","Paul Victor","Penguin","non-fiction","It is Lisa’s first visit to London. She is going to learn to English to become a teacher. 
She enters photo studio by mistake. Then she meets Micheal who is a photographer. Micheal wants to take photos of her again. But she is not going to be a model but a teacher. So she refuses. But Micheal doesn’t give up and continues asking. Sh is persuaded to be a model by her friends.  She decide to be a model until she comes back and be taught English by Micheal during she is a model . 
At Lisa’s last day in London, she knows what she is a very famous model. Then she back to the studio and decide to be a model with Micheal. ","I think we don’t know what will happen to our life. So I will value the chances.",1,"Tokyo","Male",3,"",NA,NA
"100","11/07/2018 15:18:17","atsuhito","Daniel Radcliffe","Vicky Shinpton","Penguin","non-fiction","Daniel Radcliffe’s father works with writers , and his mother works with actors. But he has a normal life at school. When he is ten,he works first time in a BBC television. A film maker wants to make a film of Harry Potter series. He doesn’t want a famous actor. A lot of young actors have auditions for part of Harry Potter but the film makers can’t find the right child. One day the film maker visit Daniel’s father and mother. Then they accidentally find Daniel. He mach image of the film makers   Some people don’t like the film , but many people love it now. ","Of course I know The Harry Potter series   But I don’t know Daniel Radcliffe’s life,character and difficult. ",1,"Tokyo","Male",2,"",NA,NA
"101","02/06/2018 01:33:21","atsuhito","The Amazon Rain Forest","Bernatd Smith","Penguin","biography","There are many kinds of life in a rain forest in the Amazon. For example, plants,birds and animals. But every year,these forests are disappearing by cutting trees. So where forests disappear,we lose the life of the many animals and plants,too. 
And we don’t only lost life of creatures. But also the people of forests-the Indians-lost their homes. 
Everyone know rain forests are important for the world’s weather and wildlife. But the farms and wood from the forest trees bring a lot of many into South American countries. So everyone should think carefully about not only animals but also people who work there. ","I think we have to protect life of animals and the place where people live there work",2,"Tokyo","Male",3,"",NA,NA
"102","08/06/2018 15:08:54","atsuhito","Audrey Hepburn","Chris Rice","Penguin","non-fiction","Audrey Hepburn was born in Brussels on May 4,1929. 
She loved music since she was a little. She went to dance school for five years. One day she was said she couldn’t be a famous dancer by her dance teacher. She was sad but it changed her life. 
A few years later she began to work in a big London musical. She quickly found jobs in other musicals. Everyone liked her and her smile,too. 
When she was twenty her photo was in many magazines. And she was offered a actress in the famous movies. 
One evening she went to a party and met a Englishman. He fell in love with her. She loved him too. And they got married. They lived a happy life. ","I think don’t know what’s a good thing or a bad thing. And when she was said by teacher,  she didn’t give up. So I think she was a very strong woman. ",2,"Tokyo","Male",3,"",NA,NA
"103","06/07/2018 15:38:24","atsuhito","Sara Says No!","Norman Whitney","Macmillan","other","Mister Fruit and his daughter,Sara sell fruits at the market. He is a stranger but he is polite and friendly. So everyone like him. One day Sara see her father doesn’t  sell the correct weight. Another day she see her father sells not flesh fruits. She becomes to be unhappy.  She says him “you mustn’t cheat our customers “.  But he doesn’t change. So she sells fruits next to his shop. She sells the correct weight and flesh fruits. She doesn’t cheat. Many customers go to her shop and don’t become to go to her father’s shop. She is making a lot of money. She has  a good job now. ","I think lf I  cheat other people, bad things happens for me. So being honest is a important thing. ",1,"Tokyo","Male",2,"",NA,NA
"104","05/06/2018 00:00:11","atsuhito","The Leopard and The Lighthouse","Anne Collins","Penguin","fantasy","Sindi is an island in East Africa. 
There is an old and big lighthouse on the rock by the sea in Sindi. 
One day a leopard swims across the sea to Sindi. The leopard is very hungry and looking for food. It runs into the market place. People throw stones and follow. The leopard runs into the lighthouse. 
Then two men are going to kill the leopard. But they failed. One young man have the leopard sleep. People say let’s kill him. But he don’t kill him and return nature. 
Many years later, the young man becomes happy. ","I think If I will do good things , happy wil come where I’m. ",1,"Tokyo","Male",2,"",NA,NA
"105","23/06/2018 15:50:25","moeka","The Cat","John Escott","Oxford","action adventure","The year is 1935. The place is Hollywood. The Los Angelces newspapers call him cat. He steals at night. Tonight he is at a house in the Hollywood Hills. The people in the house are having a party. They can not see or hear The cat. He is on a roof. He pots hundreds of dollars for things into his bag and leaves. Next day night, Natalie Nevons arrives at Zak Wakeman's house in the Hollywood Hills.The cat is out again. This time, he is going to steal from Zak Wakeman's house. He leaves his car near the trees and waits. Suddenly, she sees someone running to the trees. Natalie drives fast and it is a dangerous road. However tow policemen see Natalie's car. Suddenly, the cat sees the police car, too. He stops his car and runs. Soon after, Natalie and Nathan are jumping from car. Minuites later, the police car stops near Natalie's car. They are looking for the cat. Then, Nathan find the cat running to that building. Suddenly, The cat throws his bag at Natalie, but The cat and Natalie run across the roof of the building. Then, The cat jumps from one building to the next. But Natalie jumps, too. The cat think I cannot get away from her. She can take off The cat's mask. ","I think that this story is The cat's adventure at first, but in fact this story is Natalie's adventure who is actress in the movie. Her actress's soul is strong. She put her's heart and soul into her work. I think she is wonderful woman.",2,"Tokyo","Female",4,"",NA,NA
"106","23/06/2018 18:27:52","moeka","Mother Teresa","D'Arcy Adrian-Vallance","Pearson","non-fiction","For her first eighteen years, her name was not Teresa. It was Agnes. Her family name was Bojaxhiu. There were tow children in the family before her. A boy and a girl. Then little Agnes Gonxha came into the world on 26 August 1910. Her mother and her father were from Albania, but they lived in the town Skopje. Then her father suddnely died. Agnes was only eight years old. Things were dificult for Agnes's mother, but she was strong for her children. She worked and did well. After five years, she wanted to be a nun in India. Her mother was very unhappy about this. She said goodbye to her family and she did not see her mother or her sister again. Agnes stayed with the nuns at Loreto House in Dublin for six weeks. She was now Sister Teresa. Young Sister Teresa did not know much English, but she was a good student. After two years, her English was good, and she started to teach children in the nun's school. Sister Teresa liked teaching, and she was good at it. For ten years, Mother teresa and her Missionaries of Charity worked only in Calcutta. Every year, there were new nuns. After ten years, they started to work away from Calcutta too. They opened new homes for children, schools, clinics and food kitchens in twenty- three places in Indea. Mother Teresa died in September 1997 at the home of the Missionaries of Charity in Calcutta. At that time, there were 4,000 Missionaries of Charity in 123 countries, and 3,000,000 people worked with them. Mother Teresa was a light for the poor people of Calcutta, but she is a light for all of us too, in every country of the world.","I knew Mother Teresa, but I didn't know much about her. I think she is very storong like her mother. If I was her, I couldn't leave my firmily. I think she could it, she had a firm belief. Her mind that what want to do for other people is very important for us now.",3,"Tokyo","Female",3,"",NA,NA
"107","23/06/2018 21:27:17","moeka","The Battle of Newton Road","Leslie Dunkling","Pearson","action adventure","This is the story of a road, and a battle. It is the story of Newton Road. Newton Road is in an English town. Sally Robson lives there, near her school. She is a teacher. She lives in a small house, but she is happy. She likes her house, and she likes Newton Road. She likes her neighbours, and her neighbours like her. Newton Road is a happy road. However Mr.wood is going to build a new road. People are opposed the contruction of a new road. Then they fight Mr. wood. As a result of the battle, People can save their road. Sally writes a story about the battle of Newton Road.","Newton Road people love their hometown and neighbours. I have neighbours in local area, too. I think they are very important becouse we can always help each other. For example, when it happened earthquake, I was helped by neighbours. they gave us some food. Therefor I think neighbours are very important.",2,"Tokyo","Female",2,"",NA,NA
"108","23/04/2018 20:49:09","moeka","JUST LIKE A MOVIE","Sue Leather","Cambridge","mystery","Brad Black loved the movies. He was dating Gina. They wanted to marry, but they couldn't that because they were poor. One day, they watched the movie called """"Dead Money"""". It was about a man and a woman. They were poor, just like Brad and Gina. Also, they really loved each other. This movie's woman married another man who was really rich but very old and sick. Then, about six month later, he died suddenly. She got all his money and married her young boyfriend. Brad thought it's so great, but Gina thought it's just a stupid movie. Brad met carrie who was very rich. Brad wanted to get money and marry Gina, so he tried to marry carrie and kill her. He  told a lie Gina go to Vancouver for three months. Two months later, he tried to drop Carrie when they fixed the roof, but he failed it. Then, two days later, Carrie went. He looked everywhere, but she wasn't there. A week later the police came back to the house and they told him Carrie may be killed. He was glad to hear that. A few days later he met Gina and they took a taxi to the airport. When they waited for the plane, two police men and Carrie walked towards them. Carrie didn't die. In fact, Carrie and Gina were friend, so Gina knew all things. When Gina heard that he wanted to kill Carrie, she couldn't love him after that. Brad went to prison for a long time becouse he tried to kill Carrie. Then, Gina and Carrie wrote Brad's story and sent it to some movie producers. They made millions of dollars! ","I think money isn't everything.",4,"Tokyo","Female",3,"",NA,NA
"109","01/05/2018 19:41:54","moeka","The Truth Machine","Noman Whitney","Macmillan","science fiction","Verity is expert Who loves peace and hates lie. He developed """" Truth Machine"""" which is people can't lie. Mrs Seeker visited Verity expert. She suspected her husband's inconstancy, so she wanted to listen to really story from her husband. Also, Mr Simple visited Verity expert, too. He is spy. He wanted to listen to really story from enemy spy. First, Mrs Seeker could know husband's inconstancy with her friend. Second, Mr Siwple could know spy's story, but he said """"I have never said really story"""". Mr Simple couldn't know what he say.They could know really story, but they were unhappy.","I think all people have things that they don't have to know.",3,"Tokyo","Female",3,"",NA,NA
"110","23/06/2018 17:22:27","moeka","Sadie's Big Day at the Office","Tonya Trappe","Pearson","fantasy","This is the story of one day at the office. It is nine o'clock and people are arriving at work. Jeff is the doorman. Here come Mr. and Mrs. Meyer. They are the bosses. Mr. Meyer likes talking. Mrs. Meyer likes working. One morning, Jeff hears Mr. and Mrs. Meyer's secret talking. It's today is a big day. However he don't know what is big. He questions every collegue. The office workers are puzzled and unhappy. Then Sadie comes in. She is team leader. Everybody likes her. She is good boss. They ask about """"big day"""", but she doesn't know, too. In the cafeteria, there is a long line of people. Mr. and Mrs. Meyer are at the front of the line. They are the back. They try to listen to Mr. and Mrs. Meyer's talking. However it's dificult. Later that afternoon, the bosses are coming into the big office with Jeff. They are smiling. They start quick meeting with everybody. Mr. and Mrs. Meyer tell them that everybody will have a raise and vacation very soon. It's big day at the office.","This story is funny. Jeff's action troubled office workers. I think there is one person in classmate or office like Jeff. Sadie is trusted by every workers, because I think she is sincere character. I want to be like her.",3,"Tokyo","Female",3,"",NA,NA
"111","22/05/2018 16:24:37","moeka","Little Women","Louisa May Alcott","Penguin","historical fiction","Christmas was just around the corner. However, this house couldn't make preparations for Christmas present not to money because their father was going to war. 4sisters tried to live thanks to fathers letter and they lived a enjoy life although they were modest. For example, they gave their mother to present and neighbor person gave them to food. Then, their father came home from war because he was hurt. They were gave him to letter to he is living in Washington. Their mother went to Washington hurry. Then, sister """"Beth"""" got sick. However, their father come home in Christmas and Beth's sick was cured.","I think they are happy family. I was grad to read this.",2,"Tokyo","Female",2,"",NA,NA
"112","23/06/2018 20:37:17","moeka","David Beckham","Bernard Smith","Pearson","non-fiction","David Beckham is a famous English footballer. People in every country know his name. Twelve years with Manchester United, four years with Real Madrid and captain of England for 58 games. And now he is taking football to the United States. He is playing for LA Galaxy in Los Angeles. He is always in the newspapers and on televition. People see him in this this coat, in those shose, with that telephone, and then they want to have those things, too. They play football in hos shirts. They want to be David Beckham.","In my opinion, he is a brilliant player easily, so he could be famous. I think that there is no this reason, he couldn't famous English footballer even if he has other factor. One more reason is his good-looking. ",3,"Tokyo","Female",2,"",NA,NA
"113","28/05/2018 23:15:34","moeka","THE WINNER","Pete Johnson","Penguin","fantasy","A TV programme is lookimg for young people. The winners can talk to Leonardo DiCaprio. ’Talk to Leonard! I’m going to win!’ says Kara. But her best friend, Hannah, is the winner not her. Now Kara wants to ask her friend a very important question. she wants her to cancel, but Hannah wants to appear. However Kara apologize to Hannah and see her sites.","I think friends is very important.",3,"Tokyo","Female",2,"",NA,NA
"114","23/06/2018 12:55:31","moeka","Mike's Lucky Day","Leslie Dunkling","Penguin","fantasy","Mike starts new job.  His job is drivers. He like it. One day, he drive to Morgan's shop. Then, he meet Morgan's daughter, Jennifer. Mike smiles at her, but she dosen't smile at him. But when he crash can and boxes, she laughs and helps him. He want to be her boyfriend, so he decide to invite her cinema. Friday evening comes, but the street are moving. He runs to the bus stop, but he lost his money and house key. Then, he try climbs through the window into his bedroom. A police car stops in the street in front of his house. policeman think he is rob, so he goes in car with the policeman. The next day, he telephone the Jennifer, but she dosen't want to talk him. On Sunday night he writes to her. He tells about the money and the key. He tells her about the policeman. He goes into coffee shop, Jennifer is there. He walk across the room to her table. She looks at him and smiles. And the tow lucky young people sit there and happy.","I think Mike is careless, but his mind of Jennifer is very wonderful. So she can forgive him. I want to be pure like Mike.",2,"Tokyo","Female",2,"",NA,NA
"115","13/05/2018 17:45:01","moeka","The Man from Nowhere","Bernard Smith","Cambridge","action adventure","Man and woman were going by airplane for private use.They were going to go to Wahiba desert from the sky of Indian Ocean, but they changed to Bahrain and made a tour of deasert by low flying. Then, there airplane was hitted by bard and they went down into the middle of desert. Man, woman and their child were left behind, but they didn't get hurt. Man went to east coast to call for help. He wasn't consious when he was helped by little boy in the little village. After 4 days later, he awoke. He told his airplane to villageres. Then, people mobilized airplane and searched his wife and his child. His child awoke airplane sound and burn their airplane to understand their place. Finally,They were helped by people.","I think it's dangerous to burn airplane. I think it's good not to expode.",2,"Tokyo","Female",3,"",NA,NA
"116","11/05/2018 16:26:42","moeka","LOVE or MONEY","Rowena Akinyemi","Oxford","mystery","Clarkson in Cambrige, there were Jackie and her mother Molly. On Saturday, in this week, Molly's birthday party was held. That day, Jacky, Jacky's sister and brather and Molly's sister's husband were invited. Jacky wanted to help on party, but other people wanted Molly's money and land. However Molly refused that. Next day, when Diane went to Molly's room, she died. According to doctor, she didn't die of illness, so they called police. Police knew that someone made drink a lot of sleeping drugs to Molly. This incident's murderer was Jacky, because she had separated her boyfriend.","This incident's reasons was love.I think love is terrible.",3,"Tokyo","Female",2,"",NA,NA
"117","23/06/2018 11:59:52","moeka","Michael Jordan","Nancy Taylor","Penguin","non-fiction","Michael Jordan is a basketball player. He played for thirteen years for the Chicago Bulls. When he was young, his best friend was his brother, Larry. Larry tought his little brother a lot of things about basketball. When Michael was 16 years old, he was 1.91 meters tall. He was the star of basketball at Laney. After that, he went to UNC in 1981. Dean Smith tought him a lot of things about basketball. He was on the first team in his first year at UNC. He was the vest new player in college basketball team and his team got to the 1982 college basketball championship. In 1984, the NBA teams were looking for tall players. Then, number three, Jordan heard his name. In July of 1984, Michael was on the US Olympic basketball team. In the NBA, he could be a big star on the basketball court. In 1985, he met Juanita Vanoy and got marriy. In the summer of 1993, his father was killed by tow eighteen years old boys. Michael thought life is very short and I want to have time with my family. Then, he retired from basketball. However he went back to Chicago Bull and played basketball. Now, he dosen't play offen, but he loves the game.Basketball is Mibhael's life.
 ","I think Michael is always endowed, but his personal conections did it. I think that I want to be important my family and friends. Also, I want to be important thing I want to do.",3,"Tokyo","Female",3,"",NA,NA
"118","06/05/2018 19:26:22","sena","SUPERBIRD","Brian Tomlinson","Cambridge","fantasy","A women of pilot crashed landing . They were killed in the plane.But she was survived. She maked friends in the planet and she can return. In fact, she was alien and the planet was earth!!","The stereotypes was bad!",2,"Tokyo","Male",2,"",NA,NA
"119","07/05/2018 02:52:35","sena","SUPERBIRD","Brian Tomlinson","Cambridge","fantasy","A women of pilot crashed landing . They were killed in the plane.But she was survived. She maked friends in the planet and she can return. In fact, she was alien and the planet was earth!!","The stereotypes was bad!",2,"Tokyo","Male",2,"",NA,NA
"120","24/04/2018 10:29:01","sena","The Man from Nowhere","Bernard Smith","Cambridge","action adventure","When a man managed the plane with hiswife and son ,the plane was broken . They crashed into the desert.The man searched for helping and he was helped . So,thanks to any help they were helped.","Never give up is veryimportant.",2,"Tokyo","Male",2,"",NA,NA
"121","01/05/2018 10:16:37","sena","Inspector Logan","Richard MacAndrew","Cambridge","mystery","One man's wife went away and police look for her. So,she was killed.The criminal is her husband!!","The love is very scared.",2,"Tokyo","Male",1,"",NA,NA
"122","11/07/2018 14:27:40","sena","Project Omega","Elaine O'Reilly","Penguin","mystery","
One Wednesday, Mr. Baker, one of the richest man in New York, disappears suddenly and his daughter Julia decides to search.
At the same time, she went to the company and confirmed the business situation.When Julia was reading the company's situation and planning documents, she find red file.Although it says """"PROJECT OMEGA"""" on the front cover, contents are not included.Asking the executives such as Bentley and Burger to take out certain documents from the hidden door.
Julia who read the document further is amazed. There was a terrible plan written there.
It is a plan that the executives thought of powering more powerful than other companies, letting them say things in gold, and planning, which she will take action to stop it.Helped by a young man named Edward West, when Julia talks about """"PROJECT OMEGA"""", he will help us to stop the plan together.Edward is a man who worked with his father.
It was my father who wanted me to stop """"OMEGA PROJECT"""", but since half of the management is from Julia, she wishes her to decide what the company will go and disappears.She told her father that he lost his company and wanted to do something new and declared his activities with Edward, a friend who can call her friend for the first time.","I thought that an adult woman was amazing.",2,"Tokyo","Male",3,"",NA,NA
"123","21/06/2018 11:51:19","sena","Mike's Lucky Day","Leslie Dunkling","Penguin","other","Mike havs a long holiday, so he gets a summer job. They take boxes from the van and go into the shop.He meets Jennifer who is a beautiful. Mike loves her.He invited her to the movie. When he was took to Cinema,
he can't find his money.he runs his house,but his key is in his house! So,he climbs through the window into his bedroom.A police car stops in front of his house.They ask for his doing. So, he is very late and she isn't at the Cinema. He apologizes to her for his behavior.At a later day, they sit coffee house and are happy.","I think that a watched pot never boiles.",1,"Tokyo","Male",2,"",NA,NA
"124","16/07/2018 01:56:20","sena","Help!","Philip Prowse","Cambridge","fantasy","Frank Wormold and Teresa is couple.He is a writer ,but he is not popular.Everyday she got angry at him.Because he do not stop to be writer.One day, he got the letter from  Mel Parks who is American lawyer.He want to meet Flank. Because he likes his story.So,they met and Mel bought PC and color printer,RAM and gived $20000.He got a car.PC is Chip who is Artificial intelligenc.Mel wanted to read the continuation of Frank's book early. But he tried not to write a continuation.so,she wrote a continuation of the book without permission. But Flank is angry.So,he threw away all thingswhich is PC and color printer,car.He got up .That is dream! The couple is very lovelove.","I never thought that it was a dream.",2,"Tokyo","Male",2,"",NA,NA
"125","10/07/2018 23:21:17","sena","The missing Coins","John Escott","Penguin","mystery","Pete and Carla walked the quiet street in Bash. There are not many tourist,but a man played the flute. They went in the near shop which is old coins and stamps shop. After that ,the coins was stolen. So,they were doubted.but they did not do. So,they looked for criminal.There are three suspected who is Pete and Carla ,clerk. After all ,criminal is clerk and flute player . That clerk throws coins from the window. The coin was in flute player's hat.So, they did not suspected.After that ,the shopkeeper said to them thank you.","I think the power to infer is important",2,"Tokyo","Male",2,"",NA,NA
"126","12/07/2018 16:49:01","sena","Daniel Radcliffe","Vicky Shipton","Penguin","non-fiction","Daniel Radcliffe has parents who works with writer and actor.There friends who is writer or dIrecter want Daniel acts in the film.But,his parents say no.But,David Copperfield is yes.This is his first job.After that,Daniel act Harry Potter.He meets Rupert Grint and Emma Watson.The three children are quickly good friends.Many people love the film and Daniel Radcliffe.Because he can be a 'normal' teenager.But he wants to do different things.In 2006,Daniel starts to try new works.He makes a film in Australia.Perhaps he is not going to be an actor.","After I read this book,I want to watch Harry Potter series.",2,"Tokyo","Male",2,"",NA,NA
"127","16/07/2018 00:24:16","sena","Daniel Radcliffe","Vicky Shipton","Penguin","non-fiction","Daniel Radcliffe has parents who works with writer and actor.There friends who is writer or dIrecter want Daniel acts in the film.But,his parents say no.But,David Copperfield is yes.This is his first job.After that,Daniel act Harry Potter.He meets Rupert Grint and Emma Watson.The three children are quickly good friends.Many people love the film and Daniel Radcliffe.Because he can be a 'normal' teenager.But he wants to do different things.In 2006,Daniel starts to try new works.He makes a film in Australia.Perhaps he is not going to be an actor.","After I read this book,I want to watch Harry Potter series.",2,"Tokyo","Male",2,"",NA,NA
"128","28/06/2018 11:54:52","sena","Next Door to Love","Margaret Johnson","Cambridge","romance","Tony moved next to heroin's room.She didn't have a boyfriend,but she didn't want new boyfriend. When she saw him,he often looked sad. And she heard his telephone's voice which was very angry.One day,she sat in the garden.Daisy told to her.She is his daughter.She lived with his wife is Kathy and her boyfriend.So,he looked sad. After that,heroin and Tony was lover.They often met Daisy.But,one day Kathy's family moved to Scotland.So,they wanted to get Daisy's custody.But they couldn't get it.So,they moved to Scotland too!","I think to act before thinking is very important.So, I want to do before thinking!",2,"Tokyo","Male",2,"",NA,NA
"129","10/05/2018 11:36:33","shimpei","Anna and the Fighter","Elizabeth Laird","Macmillan","other","This story is about a girl, Anna. She rode a train to meet her aunt but she fell asleep and missed the station she had to get off. Then, a man talked to her. She was afraid because he looked scary. He said “come with me. I’ll help you. They went to the hotel. He gave her a lot of foods and one room. He was very kind but she couldn’t trust him. Next day, he took her to the gym. At the moment, she knew he was a boxer, Sam! He was very famous! After the match, he took her to her aunt’s house. He was a good person.","You can't judge a book by its cover.",2,"Tokyo","Male",4,"",NA,NA
"130","22/04/2018 12:39:59","shimpei","Project Omega","Elaine O’Reilly","Pearson","mystery","This story is about a father and his daughter Julia. One day  he had gone away.  Julia was shocked so she decided to find him and do a project using his money. But due to that, her life was threatened. When she was almost killed, a man saved her. His name is Edward. They became friends. On Christmas she was caught by Santa Claus and then ridden on an aeroplane.  Unbelievably, when she got off the aeroplane, she saw a man, that is, her father! She was very very delighted. She intended to continue to do a project. Thank you for reading.","Strong will must be  necessary to reach goals.",2,"Tokyo","Male",2,"",NA,NA
"131","30/04/2018 10:33:41","shimpei","L.A.Raid","Philip Prowse","Macmillan","mystery","This story is about a private detective, Samue. He was hired by the President of the First City Bank, Ronald Carter. Last week, a lot of money was robbed from his banks five times. Mr Samue bigan to investigate soon. When he investigated, he saw the robber. They wore duck masks. He pursued them but he was arrested because of running a red light. He was fired due to miss them. He was disappointed. Suddenly, two ducks appeared in front of him. They were the robber! They said they were hired by Mr Carter! He caused all of case! As a result, Mr Carter was arrested and Mr Samue was released. Thank for reading.","You asked for it.",2,"Tokyo","Male",3,"",NA,NA
