"","Time","Nickname","Book_title","Author","Publisher","Genre","Summary","Opinion","Stars","Campus","Gender","Teacher_Assessment","Plagiarism_Source","Teacher_Assessment_2","Period"
"54","08/06/2018 15:08:54","atsuhito","Audrey Hepburn","Chris Rice","Penguin","non-fiction","Audrey Hepburn was born in Brussels on May 4,1929. 
She loved music since she was a little. She went to dance school for five years. One day she was said she couldn’t be a famous dancer by her dance teacher. She was sad but it changed her life. 
A few years later she began to work in a big London musical. She quickly found jobs in other musicals. Everyone liked her and her smile,too. 
When she was twenty her photo was in many magazines. And she was offered a actress in the famous movies. 
One evening she went to a party and met a Englishman. He fell in love with her. She loved him too. And they got married. They lived a happy life. ","I think don’t know what’s a good thing or a bad thing. And when she was said by teacher,  she didn’t give up. So I think she was a very strong woman. ",2,"Tokyo","Male",3,"",NA,NA
"55","05/06/2018 00:00:11","atsuhito","The Leopard and The Lighthouse","Anne Collins","Penguin","fantasy","Sindi is an island in East Africa. 
There is an old and big lighthouse on the rock by the sea in Sindi. 
One day a leopard swims across the sea to Sindi. The leopard is very hungry and looking for food. It runs into the market place. People throw stones and follow. The leopard runs into the lighthouse. 
Then two men are going to kill the leopard. But they failed. One young man have the leopard sleep. People say let’s kill him. But he don’t kill him and return nature. 
Many years later, the young man becomes happy. ","I think If I will do good things , happy wil come where I’m. ",1,"Tokyo","Male",2,"",NA,NA
"56","01/05/2018 19:41:54","moeka","The Truth Machine","Noman Whitney","Macmillan","science fiction","Verity is expert Who loves peace and hates lie. He developed """" Truth Machine"""" which is people can't lie. Mrs Seeker visited Verity expert. She suspected her husband's inconstancy, so she wanted to listen to really story from her husband. Also, Mr Simple visited Verity expert, too. He is spy. He wanted to listen to really story from enemy spy. First, Mrs Seeker could know husband's inconstancy with her friend. Second, Mr Siwple could know spy's story, but he said """"I have never said really story"""". Mr Simple couldn't know what he say.They could know really story, but they were unhappy.","I think all people have things that they don't have to know.",3,"Tokyo","Female",3,"",NA,NA
"57","23/04/2018 20:49:09","moeka","JUST LIKE A MOVIE","Sue Leather","Cambridge","mystery","Brad Black loved the movies. He was dating Gina. They wanted to marry, but they couldn't that because they were poor. One day, they watched the movie called """"Dead Money"""". It was about a man and a woman. They were poor, just like Brad and Gina. Also, they really loved each other. This movie's woman married another man who was really rich but very old and sick. Then, about six month later, he died suddenly. She got all his money and married her young boyfriend. Brad thought it's so great, but Gina thought it's just a stupid movie. Brad met carrie who was very rich. Brad wanted to get money and marry Gina, so he tried to marry carrie and kill her. He  told a lie Gina go to Vancouver for three months. Two months later, he tried to drop Carrie when they fixed the roof, but he failed it. Then, two days later, Carrie went. He looked everywhere, but she wasn't there. A week later the police came back to the house and they told him Carrie may be killed. He was glad to hear that. A few days later he met Gina and they took a taxi to the airport. When they waited for the plane, two police men and Carrie walked towards them. Carrie didn't die. In fact, Carrie and Gina were friend, so Gina knew all things. When Gina heard that he wanted to kill Carrie, she couldn't love him after that. Brad went to prison for a long time becouse he tried to kill Carrie. Then, Gina and Carrie wrote Brad's story and sent it to some movie producers. They made millions of dollars! ","I think money isn't everything.",4,"Tokyo","Female",3,"",NA,NA
"58","28/05/2018 23:15:34","moeka","THE WINNER","Pete Johnson","Penguin","fantasy","A TV programme is lookimg for young people. The winners can talk to Leonardo DiCaprio. ’Talk to Leonard! I’m going to win!’ says Kara. But her best friend, Hannah, is the winner not her. Now Kara wants to ask her friend a very important question. she wants her to cancel, but Hannah wants to appear. However Kara apologize to Hannah and see her sites.","I think friends is very important.",3,"Tokyo","Female",2,"",NA,NA
"59","22/05/2018 16:24:37","moeka","Little Women","Louisa May Alcott","Penguin","historical fiction","Christmas was just around the corner. However, this house couldn't make preparations for Christmas present not to money because their father was going to war. 4sisters tried to live thanks to fathers letter and they lived a enjoy life although they were modest. For example, they gave their mother to present and neighbor person gave them to food. Then, their father came home from war because he was hurt. They were gave him to letter to he is living in Washington. Their mother went to Washington hurry. Then, sister """"Beth"""" got sick. However, their father come home in Christmas and Beth's sick was cured.","I think they are happy family. I was grad to read this.",2,"Tokyo","Female",2,"",NA,NA
"60","13/05/2018 17:45:01","moeka","The Man from Nowhere","Bernard Smith","Cambridge","action adventure","Man and woman were going by airplane for private use.They were going to go to Wahiba desert from the sky of Indian Ocean, but they changed to Bahrain and made a tour of deasert by low flying. Then, there airplane was hitted by bard and they went down into the middle of desert. Man, woman and their child were left behind, but they didn't get hurt. Man went to east coast to call for help. He wasn't consious when he was helped by little boy in the little village. After 4 days later, he awoke. He told his airplane to villageres. Then, people mobilized airplane and searched his wife and his child. His child awoke airplane sound and burn their airplane to understand their place. Finally,They were helped by people.","I think it's dangerous to burn airplane. I think it's good not to expode.",2,"Tokyo","Female",3,"",NA,NA
"61","11/05/2018 16:26:42","moeka","LOVE or MONEY","Rowena Akinyemi","Oxford","mystery","Clarkson in Cambrige, there were Jackie and her mother Molly. On Saturday, in this week, Molly's birthday party was held. That day, Jacky, Jacky's sister and brather and Molly's sister's husband were invited. Jacky wanted to help on party, but other people wanted Molly's money and land. However Molly refused that. Next day, when Diane went to Molly's room, she died. According to doctor, she didn't die of illness, so they called police. Police knew that someone made drink a lot of sleeping drugs to Molly. This incident's murderer was Jacky, because she had separated her boyfriend.","This incident's reasons was love.I think love is terrible.",3,"Tokyo","Female",2,"",NA,NA
"62","24/04/2018 10:29:01","sena","The Man from Nowhere","Bernard Smith","Cambridge","action adventure","When a man managed the plane with hiswife and son ,the plane was broken . They crashed into the desert.The man searched for helping and he was helped . So,thanks to any help they were helped.","Never give up is veryimportant.",2,"Tokyo","Male",2,"",NA,NA
"63","01/05/2018 10:16:37","sena","Inspector Logan","Richard MacAndrew","Cambridge","mystery","One man's wife went away and police look for her. So,she was killed.The criminal is her husband!!","The love is very scared.",2,"Tokyo","Male",1,"",NA,NA
"64","07/05/2018 02:52:35","sena","SUPERBIRD","Brian Tomlinson","Cambridge","fantasy","A women of pilot crashed landing . They were killed in the plane.But she was survived. She maked friends in the planet and she can return. In fact, she was alien and the planet was earth!!","The stereotypes was bad!",2,"Tokyo","Male",2,"",NA,NA
"65","06/05/2018 19:26:22","sena","SUPERBIRD","Brian Tomlinson","Cambridge","fantasy","A women of pilot crashed landing . They were killed in the plane.But she was survived. She maked friends in the planet and she can return. In fact, she was alien and the planet was earth!!","The stereotypes was bad!",2,"Tokyo","Male",2,"",NA,NA
"66","22/04/2018 12:39:59","shimpei","Project Omega","Elaine O’Reilly","Pearson","mystery","This story is about a father and his daughter Julia. One day  he had gone away.  Julia was shocked so she decided to find him and do a project using his money. But due to that, her life was threatened. When she was almost killed, a man saved her. His name is Edward. They became friends. On Christmas she was caught by Santa Claus and then ridden on an aeroplane.  Unbelievably, when she got off the aeroplane, she saw a man, that is, her father! She was very very delighted. She intended to continue to do a project. Thank you for reading.","Strong will must be  necessary to reach goals.",2,"Tokyo","Male",2,"",NA,NA
"67","30/04/2018 10:33:41","shimpei","L.A.Raid","Philip Prowse","Macmillan","mystery","This story is about a private detective, Samue. He was hired by the President of the First City Bank, Ronald Carter. Last week, a lot of money was robbed from his banks five times. Mr Samue bigan to investigate soon. When he investigated, he saw the robber. They wore duck masks. He pursued them but he was arrested because of running a red light. He was fired due to miss them. He was disappointed. Suddenly, two ducks appeared in front of him. They were the robber! They said they were hired by Mr Carter! He caused all of case! As a result, Mr Carter was arrested and Mr Samue was released. Thank for reading.","You asked for it.",2,"Tokyo","Male",3,"",NA,NA
"68","28/05/2018 11:34:22","shimpei","The house on the hill","Elizabeth Laird","Macmillan","romance","This story is about money and love. One day, Paul went to the river. When he looked at the river, he found a beautiful woman. Her name was Maria. She was very rich but he was very poor. After the day, they met everyday near the river. He wrote a poem for her. He loved her and she loved him too. However, she married another man because he was very rich. She was very beautiful but she only thought about money. Paul thought she was wrong. The love had gone.","All you need is not only money.",2,"Tokyo","Male",3,"",NA,NA
"69","21/05/2018 10:31:25","shimpei","Dangerous Journey","Alwyn Cox","Macmillan","action adventure","This story is about Leon. He wanted to go home soon because it will rain but his team’s numbers were late. They hurried but the rain started. The river was flooded so they couldn’t cross by car. They decided to use the boat and rope. The power of water was very strong so Leon and Joe were swept. They were on the stone. The others called a helicopter to help. All of them could go home.","Corporation is strong",2,"Tokyo","Male",2,"",NA,NA
"70","10/05/2018 11:36:33","shimpei","Anna and the Fighter","Elizabeth Laird","Macmillan","other","This story is about a girl, Anna. She rode a train to meet her aunt but she fell asleep and missed the station she had to get off. Then, a man talked to her. She was afraid because he looked scary. He said “come with me. I’ll help you. They went to the hotel. He gave her a lot of foods and one room. He was very kind but she couldn’t trust him. Next day, he took her to the gym. At the moment, she knew he was a boxer, Sam! He was very famous! After the match, he took her to her aunt’s house. He was a good person.","You can't judge a book by its cover.",2,"Tokyo","Male",4,"",NA,NA
"71","03/06/2018 13:22:24","shimpei","Picture Puzzle","John Escott","Macmillan","mystery","This story is about an university student, Pete. He was bored because university’s life was so tiring. One day, he went to shopping mall. There, a girl suddenly gave him films and ran away. He couldn’t understand why she did so. After minutes, he found a big man who looked like searching a person. Pete thought it was very suspicious. He decided to resolve it. He visited many places and talked many people. At  last, he found the girl’s house but there was a big man at her house. She was tied. Pete fought and saved her. A big man was arrested.","everything is interesting.",2,"Tokyo","Male",3,"",NA,NA
"72","04/05/2018 16:31:22","shimpei","Marco","Mike Esplen","Macmillan","young adult","This story is about Marco. He was born in countryside. He worked with his father every day. His life was very very boring. One day, he decided to go to city. One morning, he rode the train to city. when he arrived, he was surprised  because there were a lot of people and the city was very dirty. Suddenly, a woman talked to him. They decided to buy a cake but he was robbed his money by her. He was sad. He went to the market. At the market ,he found  his farm’s peaches and his father’ acquaintance. He took Marco to Marco’s hometown. Marco thought my town is a vest place for me!","Home is where you make it.",2,"Tokyo","Male",3,"",NA,NA
"73","21/05/2018 23:25:10","fumiya","THE MUMMY RETURNS","STEPHEN","Penguin","action adventure","This book is story is fitting mummy in Egypt. There are three characters in this book. The story begins with strange bracelets. Rick Evelyn and Alex found the gold bracelet of Anubis in Egypt ruins. However ,Imhotep who is resurrected from the mummy of ancient Egypt wants to use bracelets power to get the world.    
Alex is Rick and Evelyn.    
Their family fights Imhotep. They save all over the world. ","I like the story of a battle system very much. Since I was little I often watched it on manga and TV. For example, Kamen Rider, Ultra, Dragon Ball etc. Even when I became a college student, I was able to read battle books in English and it was very good.",2,"Tokyo","Male",2,"",NA,NA
"74","07/05/2018 17:20:03","fumiya","BRAZIL AMERICAN REPUBLICS SERIES NO.3","I do not know where it is written.","Other","historical fiction","Brasilia For many years Brazilians planned to build the na tional capital in the heartland of their country. Since the beginning of the Republic in 1889, a section in each successive constitution has authorized the estab- of the national capital on the Central Pla- teau. Even as early as 1823 José Bonifacio de An- drada e Silva suggested that the capital be moved to the State of Goias and that it be called Brasilia. Rio de Janeiro has a wealth of fine museums, churches, and cultural institutions. Especially important are the National Historical Museum. ","It is difficult  for  me to read a book in English . Because l have never read  books . I use dictionary to read this book.  I did not know anything  about  Brazil until I read this book . This  spectacular,nation,which covers one half of South America,is a world in itself,not only geographically, but ethnically and culturally as well. I thought  that  Brazilian existed,but Portuguese is the national language. 
Because it was a Portuguese colony. I know that the biggest river in the world is the Amazon river,but I did not  know it is in Brazil.   
 I want to go to Brazil. ",1,"Tokyo","Male",2,"",NA,NA
"75","14/05/2018 12:49:53","fumiya","Of mice and Men","John Steinbeck","Penguin","non-fiction","George helps Lennie because he knew his Aunt Clara. His Aunt Clara died, so Lennie came with me. He can’t live alone.  George said “Lennie and I are friends. We have a good time. “But Lennie makes trouble sometimes because he’s not smart. He had a problem in Weed .  
George will be angry he thought.  “Aren’t you angry with me ?Lennie asked. No,George answered. You will always stay with me. We are a family.  
  But in the end I killed Lenniewith a gun. And he threw him into the forest","I do not want to be friends with people who do not make mistakes from the beginning. However, as George was friendly, Lennie  had always been an important friend. But in the end I ended up killing without forgiving his mistake.",1,"Tokyo","Male",3,"",NA,NA
"76","29/04/2018 21:37:53","fumiya","Inspector Logan","Richard Macandrew","Cambridge","mystery","Kerry asked her to search his wife. Logan found out that Margaret was dead。Logan succeeded to find a criminal from Margaret's","This time I read a book about mystery. I could finish reading a book earlier than last time. 
In this book the murder talks came out.  I’m opposite to murder. I think that  it is a crime. Also  l do not want to be arrested. Although this case was settled, there are many murder cases that have not been solved in the world. I am hoping that all incidents will be resolved.",1,"Tokyo","Male",2,"",NA,NA
"77","03/06/2018 19:39:37","fumiya","Gulliver ‘s  Travel In Lilliput","Jonathan Swift","Macmillan","action adventure","Lemuel Guliver is a ship’s doctor. He likes traveling. The ship and other men disappear under the water. Gulliver arrives at a beach. He saw a very little man. The man is about 15 centimeters tall. There are hundreds of little men.  The emperor sends ten clever teachers. They teach Gulliver their language. He wants to be free. But the emperor is not sure.  So Gulliver is free now. Gulliver helps the emperor. He goes to Blefuscu and pulls its ships to Lilliput. Now Blefuscu cannot attack Lilliput.","There was a story of Gulliver 's great adventure with Japanese books when I was little. This book was also very similar to the one I read before. It's a very good story to finally help the villagers",1,"Tokyo","Male",2,"",NA,NA
"78","06/05/2018 21:21:32","fumiya","Extreme Sports","Micheal Dean","Pearson","sport","There are many extreme spots all over the world. For example hang gliding,skydiving,jumping and so on. But they are very dangerous sports.  It takes a lot of risk when doing this sports. It will make you die.  I also have to prepare for that sport. When we are skydiving  sometime parachute don’t open.  It such a case,there is the possibility adding harm to the surrounding as well as of course. 
Even though it is such a dangerous sport ,why people are attracted to such sports there are  unique thrills. ","I also like snowboarding and I do it every winter. However, this sport is also a risky sport. I do not know when an avalanche will happen and I will die, perhaps it will hurt people at the edges of the board. However, because of such risks, it may be drawn by snowboarding. I thought there might be some kind of fun for sports with risk.",1,"Tokyo","Male",3,"",NA,NA
"79","23/04/2018 22:11:41","taichi","Inspector Logan","Richard MacAndrew","Cambridge","mystery","Jenny Logan , she was an inspector in the  Edinburgh in Scotland .
One day , a man that name is Robert Kerry asked her to search his wife .
His wife that name is Margaret was missing .
Logan searched Margaret with her assistant who name is Sergeant Grant  .
As a result of the search , Logan found out that Margaret was dead.
Logan succeeded to find a criminal from Margaret's brooch .","Most mystery composed to 1 inspector and 1 assistant .
It is normal type .
So , this book is also its type . 
I'm opposite to murder.
And I'm also excessively opposite to kill an animal.
The life is the most important one.
But I'm not a vegetarian.
I think it's important to be thankful for the life of the cow and the pork which are being usually eaten.",1,"Tokyo","Male",2,"",NA,NA
"80","30/04/2018 23:12:27","taichi","SUPERBIRD","Brian Tomlinson","Cambridge","science fiction","This story was written about space ship.
I only understood them.","I couldn't read this book.
It's mainly because I didn't have enough English ability.
But I did my best.
I tried to read this book with English Japanese dictionary.
But there were no dictionaries in my house.
The dictionary that I used at a high school student became missing.
I could only know the universe fill in mysterious .
I'm wishing that a human space study is increasingly developed.",3,"Tokyo","Male",1,"",NA,NA
"81","08/05/2018 09:21:37","taichi","Lucky Number","John Milne","Macmillan","fantasy","Charlie does not go to school .
He works all day . Charlie shines shoes at Cafe Colombo . Becuse his familiy is so poor .
He has no father , and he younger brothers and youger sisters .
One day , He has got a ticket for lottery.
The number is 753812946.
Next day , a man is shouting out the winning number .
""""Seven - five - three - eight - one - two - nine - four- '
Will the next number be six ?","I want to be next number six .
Because poor is very hard . His familiy need more  money .
I am not rich . But I can go to school .
Education is very important for young people .
Working can do anytime . But studying can not do anytime .
I think that young people should get education .",1,"Tokyo","Male",3,"",NA,NA
"82","15/05/2018 09:07:05","taichi","Surfer!","Paul Harvey","Macmillan","children's literature","Nick is a boy . He is sixteen years old .
One day , he told his father about his plan .
He wants to go to Australia to join the competition of surfer .
But his father did not admit his plan .
After he joined competition of surfer in local and he got permission to go to Australia .
His friend helped him .","In my opinion , it is wrong for sixteen years old to go abroad for himself .
If I were him , I would go to college . But , he had astrong belief he wanted to be a good surfer and he had a skill .
Exceptionally , it sould be given priority that he had a strong belief . It is difficult for me to go on have a strong belief . So , I respect him .",1,"Tokyo","Male",3,"",NA,NA
"83","28/05/2018 23:02:48","taichi","Marcel goes to Hollywood","Stephen Rabley","Macmillan","fantasy","Marcel and his friend Celine are on holiday in Los Angeles.
Marcel is a detective and Celine is a painter.
They are staying in the home of Arnold Waldman, a famous film director.
But on the first night of thier holiday, kidnappers take away Arnold's daughter.
After all Marcel and Celine contributed to save his daughter.","I think that kidnapping is taboo action.
Because kidnapping hurt both the body and the mind.
Body's wounds will surely heal. But mind's wounds are hard to heal.
In terms of Marcel and Celine's achievements should be praised but it is better that it's stopped before happening.",1,"Tokyo","Male",3,"",NA,NA
"84","23/04/2018 12:26:52","yuto_s","THE MUMMY RETURNS","STEPHEN SOMMERS","Penguin","action adventure","The reason way I choose this book is because I love adventure story!
this book`s story is fighting mummy in Egypt. 
there are three main characters in the story. Rick Evelyn and Alex.they are family.
Rick and Evelyn is couple and archaeologist. Alex is their son.
The story begins with Strange bracelet. Rick Evelyn and Alex found the gold bracelet of Anubis in Egypt ruins. However, Imhotep who is resurrected from the mummy of ancient Egypt wants to steal this bracelet because it has strange force. In addition, he wants to use bracelet`s power to get the world.
So Rick`s family fight Imhotep to don`t pass this bracelet and to save the world…！","In my opinion. this book is very interesting. For example fighting scene is exciting! I recommend this book for adventurous people in the world!",5,"Tokyo","Male",3,"",NA,NA
"85","30/04/2018 22:35:43","yuto_s","MoonFleet","John Meade Falkner","Penguin","classical literature","This story is set in Moonfleet. it is a quiet village but it has a secret !   there are three main caracters in this story. John Elzevir and Grace. John is hero of the story. he live in Moonfleet with his aunt,Miss Arnold. Elzevir is a sumuggler of wine. Grace is daughter of police officer. she loves John.
One day, John find a secret under ground passage. Ahead of the passage is ossuary which is under the church. However, it was hideout of the smuggling ring ! then,  John find BlackBeard`s coffin and his secret envelope in the ossuary.  BlackBeard is very bad man. he stole the diamond and hid it somewhere in his lifetime. John thought ``this envelope is clue of diamond. 
I wan`t to find it and Rich man!`` He go on a journy to find the diamond with Elzevir who is summggler. Finally they can find the diamond !
 
","In my opinion , this book is interesting! For example, find the BlackBeard`s diamond in the bottom of awell scene is exciting! In addition, the farewell scene between John and Grace made me sad 
this is not only adventure story but also love story!",2,"Tokyo","Male",3,"",NA,NA
"86","07/05/2018 21:04:18","yuto_s","One-Way TIcket   short stories","JENNIFER BASSETT","Oxford","other","this book has three short stories.  Each storie`s stage is on the train. 
first story is about a beautiful wife who has long red hair and very greeneyes. Her name is Julie. Julie going to Holiday with her husband. however she board this Journey!   second story is about a carefree young man who likes to move on, see new people. his name is tom. tom want to go to south for the winter. 
when he take a train he meet two girls. they are very kind. however they had secret. Final story is about man of love train. his name is Harris.  One day, he 
witnessed murder on the train!                        ","In my opinion this book is so exciting! each story have  each  genre,.first story is ROMANCE. second story is SUSPENSE. final story is HORROR.  
this book has charm. it enjoy three other genre stories! My recommed is first story.
",4,"Tokyo","Male",2,"",NA,NA
"87","27/05/2018 12:23:25","yuto_s","BABE ~A little pig goes a long way~","DICK KING-SMITH","Penguin","fantasy","this story is animal fantasy which about very clever pig. His name is BABE. One day, BABE is bought by   Mr Hogget who is gentle farmer. BABE is brought to Hoggot`s farm and he meet a dog. Her name is FLY who is sheep dog. sheep dog used to guard herd sheep and other livestocks in farm. She treat BABE like her`s own son and BABE call FLY ``mom``. however, Mr hoggot is not pig farmer but sheep farmer. So  Mr hoggot`s wife Mrs Hoggot want`s to cook for Dinner!  BABE fall into the pinch!One day, BABE has an interest in sheep dog`s work and he challenge the work with FLY. thus, BABE`s fate began to change!","In my opinion, this book  is  exciting. Especially, BABE challenge the sheep dog`s work scene is funny and cute!",3,"Tokyo","Male",2,"",NA,NA
"88","15/05/2018 10:22:44","yuto_s","Twenty Thousand Leagues Under the Sea","JURES VERNE","Penguin","action adventure","this story about captain Nemo and his submarine. In the year 1866, a lot of new ship came back  with same story. For example, ``A giant whale with a spear near our ship !``  then, men departure aboard the ship to investigation of whale. the ship name is Abraham Lincoln.however the ship was attacked by whale! there were three people on the ship. Aronnax Conseil and Ned.aronnax was scientist conseil was Alonnax`s servant Ned was very good whaler. they were in the sea. After a while, they woke up in the submarine and they met captain Nemo. the identity of the whale was Nemo`s submarine NAUTILUS! they out on the seabed of adventure.
","this story is interesting ``Abraham Loncln was attacked by NAUTILUS ``scene is very terrible and exciting!",3,"Tokyo","Male",2,"",NA,NA
"89","28/05/2018 10:58:54","yuto_s","Mike`s Lucky Day","Leslie Dunkling","Penguin","romance","there are four main character in this story. Mike Bill Mr Morgan and Jennifer.
Mike is an assistant van driver. Bill is van driver who is Mike`s Boss. Mr Morgan runs a shop. Jennifer is Mr Morgan`s doughter. One day, mike and Bill visit Mr Morgan`s shop in order to deliver the package. then, Mike meet Jennifer and He fall in love! At a later date, Mike invite Jennifer to go to the movie. Jennier says 
``Yes! Mike.``  It is Mike`s Lucky Day! However, he very late for the appointment.
So Jennifer is very angry. It is Mike`s Unlucky Day...... Finally, Mike apologize to her many times and they reconceil. It is theirs Luckey Day!             
","This book`s title is ``Mike`s Luckey Day.`` However, Mike is Unluckey boy because He late and upset her. This Contradiction of the title and content is very exciting!",3,"Tokyo","Male",2,"",NA,NA
"90","02/06/2018 00:56:45","yuto_s","Who Wants to be a Ster?","Julia Allen and Margaret lggulden","Penguin","other","This story about a girl.Her name is Tina Daniels. she is only thirteen years old but she is a ster. Everyone loves her and they call her curls. Tina`s mother Mrs Daniels also want Tina to be a ster. However Tina is unhappy.  she does not want to be a ster. she wants a quiet life. One day, Tina is angry with her mother and she decided to go to Stnechurch alone. Stnechurch is countryside.  
Tina visit a woman in Snechurch. Her name is Mrs White. she is grandma Tina`s Friend. Mrs White welcome Tina! Tina enjoy countryside life with Mrs White.
However one day, Mrs white find out about Tina is ster in the newspaper.......","In my opinion this book is interesting. Tina decided to go to countryside alone scene  I hope it goes well!",3,"Tokyo","Male",2,"",NA,NA
"91","29/05/2018 01:04:19","miku","The Truth Machine","Norman Whitney","Macmillan","science fiction","Professor Verity loved peace and he hated lies, so he was able to invent the Truth Machine. When people use the machine, they say only a true thing. Three people heard the news of invention and visit Professor Verity. First, Mrs Seeker doubted her husband loved another woman. In fact, she found the fact that her husband didn't love her thanks to the machine. She was at a loss. Next, Inspector  Sack with his boss and three criminals visited Verity. Criminals confessed their crimes so Inspector Sack didn't be needed by his boss. He was having  a trouble. Finally, Dr.Simple came to the laboratory with a spy, but he said """"I never tell the truth. I always tell lies.""""so Dr.Simple didn't know the truth. He was at a loss. After that three people got angry and went to Professor Verity. They used the machine for Professor Verity. Surprisingly, he had lied. Actually, he invented the machine to want money and power. They got angry, so they broken it.","I think we tend to be influenced by information. I think it is important to select correct information by oneself. Then we will be happy and not quarrel.",4,"Tokyo","Female",4,"",NA,"Ikebukuro period 2 (10:45am to 12:15pm)"
"92","05/05/2018 14:46:40","miku","The Long Tunnel","John Milne","Macmillan","action adventure","Paul, Charles and Sheila were students at university. They decided to go to a cottage which belongs to Paul's uncle during holidays. After that Charles and Sheila went to the station near the cottage, but Paul didn't appear. So Charles and Sheila went to the cottage, looking at a map. When they went there, the money came from London by train. They managed to went to the cottage, but there were a stranger and Paul was not here. However, they found their exam paper. They were convinced that Paul was here. Robberies were in the cottage and Paul was cached by them. Charles and Sheila were able to save Paul and they tried to stop rob. They could prevent robbery from robbing money by using the signal of the train and their wisdom. They were very satisfied.","I think that it is important not to give up. They was able to be accomplished thing until the end because they didn't give up, so I will try not to give up immediately. I want to challenge something.",4,"Tokyo","Female",3,"",NA,"Ikebukuro period 2 (10:45am to 12:15pm)"
"93","17/05/2018 18:20:01","miku","The Phantom of the Opera","Gaston Leroux","Macmillan","mystery","Christine had a very beautiful voice. There have been accidents in a Opera House. Some people said a strange man who wore a black cloak and a white mask over his face appeared in the Opera House. They named him, """"The Phantom of the Opera."""" He always sat in Box Number 5 to watch the opera. A man, Raoul loved Christine so he tried to see her many times. After that, he had a chance which is talking with her. The contents was that she taught the way of singing from her teacher, Erik. He found Erik is the Phantom of the Opera so he decided to help her. However, Erik loved her so he didn't want to leave her. Also, he tried to prevent Raoul from helping her. Christin promised Erik to choose him because she helped Raoul. However, she pulled Erik's mask. Erik's secret was that his face was the face of a dead man. Erik thought she didn't love me in future, so he decided to leave her and die. Christine and Raoul could get away from him and the Phantom of the Opera was dead.","I think the love sometimes cause fear and it is impossible for people to love two people at same time. This book is very interesting, but it's difficult for me to summary this story.",5,"Tokyo","Female",3,"",NA,"Ikebukuro period 2 (10:45am to 12:15pm)"
"94","09/06/2018 16:34:05","miku","The Adventures of Tom Sawyer","Mark Twain","Macmillan","action adventure","Tom Sawyer was crafty and liked having adventures. His special friend was Huck Finn who was poor. One day, they decided to see the ghosts at night. They saw three people instead of the ghosts. They began to quarrel. At last, Injun Joe killed Robinson and he hang a crime on Potter. When Joe killed, Potter was drunk so Potter believed Joe's lie which was Potter killed Robinson. Tom and Huck was frightened, so they decided not to tell anybody about the murder. After that the trial about the murder began and Tom changed his thought. He decided to testify a true thing. After Tom's testimony, Joe run away. After some days, when Tom and Huck went to find treasures, they saw Joe moving a lot of money. After that Tom went to Picnic, but he and Becky left the other friends. In the caves they came across Joe. Fortunately, they escaped from the caves. Later, adults put a big metal across the cave's door, so Joe who was in the caves died. Because Tom wondered why Joe was in the cave, Tom and Huck opened the door. Then they found Joe's a lot of money. Afterward, they lived happily to use the money.","Today, there is a lot of crime around us. We may possibly become witness. If I am in Tom's place, it is difficult for me to do behavior like Tom. However, after finishing reading this book, I come to think we must not lie and criminals should be passed judgement on by criminal law. So I want to have courages to say the truth at any time. I believe the truth can help people in trouble. Also, I think it is important to pursuit things we thought they were strange, so I should be careful of not stopping doing halfway. I try to continue many things until I'm convinced.",4,"Tokyo","Female",4,"",NA,"Ikebukuro period 2 (10:45am to 12:15pm)"
"95","29/05/2018 01:39:49","miku","Next Door to Love","Margaret Johnson","Cambridge","romance","Stella is the main character of this story. She was a cook in a restaurant. She and her boyfriend broke up, so she didn't want new boyfriend then. However, after that a man called Tony was coming to the apartment where she lived. Also, he was a neighbor. The more she talked with him, the more they loved each other. He divorced Kathy before and he had a daughter whose name was Daisy. He was happy to meet her. Also, Stella got along with Daisy. However, Daisy must have gone to Scotland because Kathy wanted to take her. He didn't wish that he can't meet Daisy and Stella, so he tried to take parental authority but he could not take. He was very disappointed. Then Stella said to him """" We can go to Scotland."""" She decided to move Scotland with him. After that they could meet Daisy every weekend and they lived happily in Scotland.","I think the love of a parent for a child is big than I thought. Thanks to my parents, I can grew up until today. I'd like to express my thanks to my parents and I want to return the favor. I can realize the important thing thanks to this book.",4,"Tokyo","Female",3,"",NA,"Ikebukuro period 2 (10:45am to 12:15pm)"
"96","23/04/2018 17:41:09","miku","The Big Picture","Sue Leather","Cambridge","mystery"," Ken Harada is the main character of this story. He is a photographer. He was able to take a scandal photo of sumo wrestler, but after that a Yakuza gunman tried to kill him and everything in his room was broken by a stranger. He noticed that the picture which he took was the cause of incidents. He didn't want to lose that photo film, so he hid it in a locker. After that he got caught by a Yakuza gunman  and a man asked him where the film was. When he was asked, he answered a different place. After that he was able to run away from a man and he went to the police. Immediately, he went to the locker with the policeman. There was a Yakuza gunman in the locker, so a man was caught by a policeman.Ken developed the film and saw the photo. He could take a scandal photo and take the evidence of murder. After that thanks to the photo, he got a lot of money, so he quit taking a photo and lived happily."," I think there is a possibility that I change my mind by the trigger of the incidents, so I try to have many experiences in future and I'd like to talk with a lot of people.",3,"Tokyo","Female",3,"",NA,"Ikebukuro period 2 (10:45am to 12:15pm)"
